time;speed;acc
1385.62;1.27;0.12
1385.67;1.25;0.12
1385.73;1.25;0.11
1385.78;1.26;0.11
1385.84;1.27;0.10
1385.89;1.30;0.07
1385.95;1.32;0.04
1386.00;1.34;-0.01
1386.06;1.34;-0.06
1386.11;1.31;-0.10
1386.17;1.29;-0.13
1386.22;1.25;-0.14
1386.28;1.23;-0.13
1386.33;1.21;-0.10
1386.38;1.21;-0.06
1386.44;1.23;-0.02
1386.50;1.25;0.02
1386.55;1.27;0.05
1386.61;1.28;0.06
1386.66;1.29;0.06
1386.72;1.28;0.06
1386.77;1.27;0.05
1386.83;1.25;0.04
1386.88;1.25;0.04
1386.94;1.26;0.03
1386.99;1.27;0.02
1387.05;1.29;0.00
1387.10;1.30;-0.02
1387.16;1.31;-0.04
1387.21;1.30;-0.06
1387.27;1.27;-0.06
1387.32;1.25;-0.05
1387.38;1.23;-0.02
1387.43;1.21;0.03
1387.49;1.22;0.09
1387.54;1.24;0.15
1387.60;1.27;0.19
1387.65;1.31;0.23
1387.71;1.34;0.24
1387.76;1.36;0.24
1387.82;1.36;0.23
1387.87;1.36;0.21
1387.93;1.35;0.19
1387.98;1.35;0.17
1388.04;1.36;0.16
1388.09;1.38;0.15
1388.14;1.40;0.15
1388.20;1.42;0.14
1388.26;1.43;0.13
1388.31;1.44;0.12
1388.37;1.43;0.12
1388.42;1.42;0.11
1388.48;1.42;0.10
1388.53;1.42;0.09
1388.59;1.43;0.08
1388.64;1.45;0.06
1388.70;1.47;0.04
1388.75;1.48;0.01
1388.81;1.48;-0.01
1388.86;1.46;-0.04
1388.92;1.45;-0.05
1388.97;1.42;-0.06
1389.03;1.41;-0.06
1389.08;1.41;-0.05
1389.13;1.42;-0.05
1389.19;1.43;-0.04
1389.25;1.44;-0.03
1389.30;1.45;-0.03
1389.36;1.44;-0.03
1389.41;1.43;-0.03
1389.47;1.41;-0.04
1389.52;1.39;-0.04
1389.58;1.39;-0.05
1389.63;1.40;-0.06
1389.69;1.42;-0.08
1389.74;1.42;-0.10
1389.80;1.43;-0.12
1389.85;1.42;-0.13
1389.91;1.39;-0.14
1389.96;1.36;-0.14
1390.02;1.34;-0.13
1390.07;1.32;-0.10
1390.12;1.32;-0.08
1390.18;1.33;-0.05
1390.24;1.35;-0.04
1390.29;1.37;-0.05
1390.35;1.38;-0.08
1390.40;1.38;-0.13
1390.46;1.36;-0.19
1390.51;1.34;-0.26
1390.57;1.31;-0.33
1390.62;1.28;-0.37
1390.68;1.25;-0.40
1390.73;1.22;-0.41
1390.79;1.19;-0.38
1390.84;1.16;-0.33
1390.89;1.14;-0.27
1390.95;1.13;-0.20
1391.01;1.12;-0.13
1391.06;1.13;-0.07
1391.12;1.14;-0.03
1391.17;1.15;-0.02
1391.23;1.17;-0.03
1391.28;1.18;-0.07
1391.34;1.18;-0.14
1391.39;1.16;-0.21
1391.45;1.15;-0.28
1391.50;1.11;-0.34
1391.56;1.07;-0.37
1391.61;1.03;-0.37
1391.67;1.00;-0.32
1391.72;0.97;-0.23
1391.78;0.95;-0.12
1391.83;0.94;-0.00
1391.88;0.96;0.10
1391.94;0.99;0.17
1392.00;1.04;0.19
1392.05;1.09;0.16
1392.11;1.13;0.08
1392.16;1.15;-0.03
1392.22;1.13;-0.14
1392.27;1.08;-0.24
1392.33;1.02;-0.31
1392.38;0.95;-0.33
1392.44;0.89;-0.32
1392.49;0.87;-0.28
1392.55;0.88;-0.25
1392.60;0.92;-0.24
1392.66;0.96;-0.28
1392.71;0.99;-0.37
1392.77;0.99;-0.52
1392.82;0.95;-0.69
1392.88;0.88;-0.87
1392.93;0.78;-1.01
1392.99;0.66;-1.09
1393.04;0.55;-1.09
1393.10;0.46;-1.00
1393.15;0.38;-0.84
1393.21;0.34;-0.63
1393.26;0.35;-0.40
1393.32;0.37;-0.20
1393.37;0.41;-0.03
1393.43;0.46;0.06
1393.48;0.50;0.09
1393.54;0.51;0.07
1393.59;0.51;-0.00
1393.64;0.49;-0.09
1393.70;0.46;-0.17
1393.76;0.42;-0.22
1393.81;0.38;-0.23
1393.87;0.36;-0.21
1393.92;0.34;-0.15
1393.98;0.34;-0.06
1394.03;0.35;0.05
1394.09;0.36;0.15
1394.14;0.39;0.25
1394.20;0.41;0.32
1394.25;0.44;0.37
1394.31;0.48;0.38
1394.36;0.51;0.37
1394.42;0.53;0.34
1394.47;0.55;0.28
1394.53;0.57;0.22
1394.58;0.57;0.16
1394.63;0.57;0.10
1394.69;0.56;0.06
1394.75;0.55;0.03
1394.80;0.55;0.04
1394.86;0.54;0.06
1394.91;0.54;0.09
1394.97;0.55;0.14
1395.02;0.56;0.18
1395.08;0.58;0.22
1395.13;0.61;0.25
1395.19;0.63;0.26
1395.24;0.66;0.27
1395.30;0.67;0.26
1395.35;0.68;0.25
1395.41;0.68;0.25
1395.46;0.69;0.25
1395.52;0.69;0.27
1395.57;0.71;0.30
1395.62;0.72;0.34
1395.68;0.74;0.38
1395.74;0.78;0.42
1395.79;0.81;0.45
1395.85;0.84;0.47
1395.90;0.87;0.48
1395.96;0.91;0.48
1396.01;0.93;0.48
1396.07;0.95;0.48
1396.12;0.96;0.46
1396.18;0.99;0.45
1396.23;1.01;0.42
1396.29;1.04;0.38
1396.34;1.08;0.33
1396.39;1.11;0.27
1396.45;1.14;0.20
1396.51;1.14;0.13
1396.56;1.13;0.09
1396.62;1.11;0.08
1396.67;1.07;0.10
1396.73;1.05;0.16
1396.78;1.05;0.25
1396.84;1.07;0.36
1396.89;1.12;0.46
1396.95;1.18;0.55
1397.00;1.25;0.62
1397.06;1.31;0.65
1397.11;1.36;0.66
1397.17;1.38;0.62
1397.22;1.39;0.55
1397.28;1.40;0.44
1397.33;1.42;0.28
1397.38;1.46;0.06
1397.44;1.50;-0.20
1397.50;1.53;-0.50
1397.55;1.51;-0.80
1397.61;1.45;-1.07
1397.66;1.33;-1.26
1397.72;1.16;-1.31
1397.77;0.98;-1.19
1397.83;0.81;-0.89
1397.88;0.70;-0.41
1397.94;0.67;0.20
1397.99;0.73;0.88
1398.05;0.86;1.54
1398.10;1.07;2.11
1398.16;1.33;2.52
1398.21;1.60;2.75
1398.27;1.85;2.79
1398.32;2.06;2.68
1398.38;2.19;2.45
1398.43;2.25;2.17
1398.49;2.28;1.89
1398.54;2.29;1.66
1398.60;2.31;1.48
1398.65;2.37;1.36
1398.71;2.49;1.28
1398.76;2.61;1.22
1398.82;2.71;1.16
1398.87;2.80;1.06
1398.93;2.86;0.91
1398.98;2.89;0.72
1399.04;2.89;0.49
1399.09;2.89;0.22
1399.14;2.91;-0.06
1399.20;2.93;-0.33
1399.26;2.90;-0.58
1399.31;2.84;-0.81
1399.37;2.75;-0.99
1399.42;2.65;-1.13
1399.48;2.53;-1.24
1399.53;2.44;-1.33
1399.59;2.37;-1.41
1399.64;2.33;-1.49
1399.70;2.29;-1.56
1399.75;2.22;-1.63
1399.81;2.14;-1.70
1399.86;2.02;-1.73
1399.92;1.87;-1.71
1399.97;1.71;-1.63
1400.03;1.58;-1.47
1400.08;1.48;-1.25
1400.13;1.41;-0.98
1400.19;1.39;-0.69
1400.25;1.41;-0.41
1400.30;1.46;-0.19
1400.36;1.50;-0.03
1400.41;1.55;0.06
1400.47;1.58;0.08
1400.52;1.58;0.06
1400.58;1.55;0.01
1400.63;1.51;-0.03
1400.69;1.47;-0.07
1400.74;1.46;-0.07
1400.80;1.46;-0.05
1400.85;1.47;-0.02
1400.91;1.49;0.03
1400.96;1.51;0.08
1401.02;1.53;0.12
1401.07;1.53;0.15
1401.12;1.53;0.15
1401.18;1.53;0.13
1401.24;1.54;0.09
1401.29;1.56;0.03
1401.35;1.58;-0.05
1401.40;1.59;-0.14
1401.46;1.58;-0.22
1401.51;1.55;-0.29
1401.57;1.50;-0.35
1401.62;1.45;-0.37
1401.68;1.40;-0.37
1401.73;1.37;-0.35
1401.79;1.36;-0.31
1401.84;1.37;-0.26
1401.89;1.38;-0.22
1401.95;1.39;-0.18
1402.01;1.39;-0.16
1402.06;1.38;-0.14
1402.12;1.35;-0.14
1402.17;1.33;-0.14
1402.23;1.31;-0.15
1402.28;1.30;-0.16
1402.34;1.30;-0.18
1402.39;1.31;-0.21
1402.45;1.32;-0.25
1402.50;1.31;-0.29
1402.56;1.30;-0.34
1402.61;1.26;-0.38
1402.67;1.22;-0.42
1402.72;1.17;-0.44
1402.78;1.13;-0.44
1402.83;1.10;-0.43
1402.88;1.08;-0.40
1402.94;1.08;-0.36
1403.00;1.07;-0.32
1403.05;1.07;-0.29
1403.11;1.06;-0.25
1403.16;1.04;-0.21
1403.22;1.02;-0.17
1403.27;0.99;-0.12
1403.33;0.98;-0.07
1403.38;0.97;-0.02
1403.44;0.98;0.02
1403.49;1.00;0.03
1403.55;1.03;0.02
1403.60;1.06;-0.03
1403.66;1.07;-0.11
1403.71;1.07;-0.22
1403.77;1.04;-0.33
1403.82;1.00;-0.44
1403.88;0.95;-0.53
1403.93;0.88;-0.59
1403.99;0.83;-0.62
1404.04;0.79;-0.61
1404.10;0.76;-0.57
1404.15;0.74;-0.51
1404.21;0.72;-0.43
1404.26;0.71;-0.34
1404.32;0.70;-0.25
1404.37;0.68;-0.15
1404.43;0.67;-0.04
1404.48;0.66;0.06
1404.54;0.67;0.16
1404.59;0.69;0.25
1404.64;0.71;0.32
1404.70;0.75;0.37
1404.76;0.79;0.38
1404.81;0.83;0.37
1404.87;0.87;0.33
1404.92;0.88;0.27
1404.98;0.89;0.20
1405.03;0.88;0.13
1405.09;0.87;0.08
1405.14;0.86;0.05
1405.20;0.85;0.04
1405.25;0.84;0.05
1405.31;0.84;0.07
1405.36;0.86;0.09
1405.42;0.87;0.11
1405.47;0.90;0.11
1405.53;0.91;0.10
1405.58;0.93;0.09
1405.63;0.93;0.06
1405.69;0.92;0.04
1405.75;0.91;0.03
1405.80;0.89;0.03
1405.86;0.88;0.04
1405.91;0.88;0.07
1405.97;0.89;0.09
1406.02;0.91;0.10
1406.08;0.94;0.10
1406.13;0.96;0.06
1406.19;0.98;0.01
1406.24;0.98;-0.06
1406.30;0.97;-0.14
1406.35;0.95;-0.21
1406.41;0.91;-0.26
1406.46;0.87;-0.28
1406.52;0.83;-0.27
1406.57;0.80;-0.22
1406.62;0.79;-0.15
1406.68;0.79;-0.07
1406.74;0.81;0.02
1406.79;0.83;0.10
1406.85;0.86;0.16
1406.90;0.87;0.21
1406.96;0.89;0.24
1407.01;0.90;0.25
1407.07;0.91;0.26
1407.12;0.91;0.25
1407.18;0.93;0.22
1407.23;0.95;0.19
1407.29;0.97;0.15
1407.34;0.99;0.09
1407.39;0.99;0.02
1407.45;0.99;-0.04
1407.51;0.99;-0.11
1407.56;0.96;-0.16
1407.62;0.94;-0.19
1407.67;0.91;-0.20
1407.73;0.88;-0.18
1407.78;0.87;-0.14
1407.84;0.86;-0.10
1407.89;0.87;-0.05
1407.95;0.88;-0.02
1408.00;0.90;0.00
1408.06;0.92;0.01
1408.11;0.92;-0.01
1408.17;0.92;-0.03
1408.22;0.91;-0.06
1408.28;0.89;-0.08
1408.33;0.87;-0.08
1408.38;0.86;-0.07
1408.44;0.84;-0.04
1408.50;0.84;-0.01
1408.55;0.86;0.03
1408.61;0.87;0.06
1408.66;0.89;0.08
1408.72;0.91;0.10
1408.77;0.91;0.11
1408.83;0.91;0.12
1408.88;0.91;0.13
1408.94;0.90;0.15
1408.99;0.90;0.17
1409.05;0.91;0.20
1409.10;0.92;0.22
1409.16;0.95;0.23
1409.21;0.99;0.22
1409.27;1.02;0.19
1409.32;1.04;0.14
1409.38;1.05;0.08
1409.43;1.04;0.01
1409.49;1.02;-0.05
1409.54;0.99;-0.09
1409.60;0.97;-0.12
1409.65;0.95;-0.13
1409.71;0.94;-0.13
1409.76;0.95;-0.11
1409.82;0.95;-0.09
1409.87;0.96;-0.08
1409.93;0.96;-0.07
1409.98;0.96;-0.06
1410.04;0.95;-0.05
1410.09;0.94;-0.04
1410.14;0.92;-0.02
1410.20;0.91;-0.00
1410.26;0.91;0.03
1410.31;0.92;0.05
1410.37;0.94;0.06
1410.42;0.96;0.06
1410.48;0.98;0.04
1410.53;0.99;0.00
1410.59;0.99;-0.04
1410.64;0.98;-0.09
1410.70;0.95;-0.12
1410.75;0.93;-0.14
1410.81;0.90;-0.14
1410.86;0.88;-0.12
1410.92;0.88;-0.09
1410.97;0.88;-0.06
1411.03;0.90;-0.03
1411.08;0.92;-0.03
1411.13;0.93;-0.05
1411.19;0.94;-0.08
1411.25;0.93;-0.14
1411.30;0.91;-0.20
1411.36;0.89;-0.26
1411.41;0.86;-0.31
1411.47;0.83;-0.35
1411.52;0.80;-0.37
1411.58;0.78;-0.39
1411.63;0.76;-0.39
1411.69;0.75;-0.40
1411.74;0.73;-0.40
1411.80;0.71;-0.40
1411.85;0.69;-0.41
1411.91;0.67;-0.41
1411.96;0.63;-0.39
1412.02;0.60;-0.36
1412.07;0.57;-0.31
1412.12;0.55;-0.24
1412.18;0.53;-0.16
1412.24;0.52;-0.09
1412.29;0.54;-0.03
1412.35;0.56;0.02
1412.40;0.59;0.04
1412.46;0.61;0.04
1412.51;0.62;0.03
1412.57;0.61;0.03
1412.62;0.59;0.04
1412.68;0.56;0.10
1412.73;0.54;0.20
1412.79;0.53;0.36
1412.84;0.55;0.59
1412.89;0.59;0.87
1412.95;0.64;1.18
1413.01;0.73;1.51
1413.06;0.83;1.81
1413.12;0.96;2.07
1413.17;1.12;2.25
1413.23;1.31;2.35
1413.28;1.49;2.35
1413.34;1.66;2.28
1413.39;1.81;2.14
1413.45;1.92;1.97
1413.50;1.98;1.78
1413.56;2.02;1.61
1413.61;2.05;1.46
1413.67;2.10;1.34
1413.72;2.17;1.24
1413.78;2.25;1.17
1413.83;2.36;1.10
1413.88;2.45;1.03
1413.94;2.51;0.96
1414.00;2.55;0.91
1414.05;2.56;0.86
1414.11;2.56;0.83
1414.16;2.57;0.82
1414.22;2.61;0.83
1414.27;2.66;0.83
1414.33;2.75;0.82
1414.38;2.84;0.78
1414.44;2.91;0.70
1414.49;2.97;0.58
1414.55;3.00;0.44
1414.60;2.99;0.30
1414.66;2.97;0.18
1414.71;2.93;0.10
1414.77;2.90;0.08
1414.82;2.88;0.11
1414.88;2.87;0.19
1414.93;2.89;0.31
1414.99;2.93;0.42
1415.04;2.99;0.52
1415.10;3.05;0.59
1415.15;3.11;0.61
1415.21;3.17;0.58
1415.26;3.21;0.52
1415.32;3.23;0.43
1415.37;3.23;0.34
1415.43;3.22;0.25
1415.48;3.21;0.19
1415.54;3.20;0.13
1415.59;3.20;0.09
1415.64;3.21;0.03
1415.70;3.24;-0.03
1415.76;3.26;-0.12
1415.81;3.27;-0.23
1415.87;3.27;-0.35
1415.92;3.24;-0.46
1415.98;3.19;-0.54
1416.03;3.11;-0.55
1416.09;3.03;-0.49
1416.14;2.95;-0.36
1416.20;2.90;-0.15
1416.25;2.89;0.11
1416.31;2.93;0.39
1416.36;3.01;0.66
1416.42;3.12;0.89
1416.47;3.23;1.08
1416.53;3.32;1.20
1416.58;3.39;1.27
1416.63;3.45;1.29
1416.69;3.50;1.28
1416.75;3.56;1.26
1416.80;3.62;1.24
1416.86;3.68;1.23
1416.91;3.76;1.23
1416.97;3.84;1.24
1417.02;3.90;1.25
1417.08;3.96;1.22
1417.13;4.04;1.16
1417.19;4.11;1.04
1417.24;4.18;0.86
1417.30;4.27;0.63
1417.35;4.34;0.36
1417.41;4.37;0.08
1417.46;4.34;-0.17
1417.52;4.26;-0.39
1417.57;4.15;-0.52
1417.62;4.03;-0.57
1417.68;3.96;-0.54
1417.74;3.92;-0.45
1417.79;3.93;-0.33
1417.85;3.97;-0.19
1417.90;4.01;-0.09
1417.96;4.07;-0.04
1418.01;4.10;-0.05
1418.07;4.08;-0.10
1418.12;4.04;-0.20
1418.18;4.01;-0.32
1418.23;3.99;-0.42
1418.29;3.94;-0.48
1418.34;3.89;-0.50
1418.39;3.84;-0.48
1418.45;3.81;-0.42
1418.51;3.78;-0.34
1418.56;3.76;-0.24
1418.62;3.77;-0.17
1418.67;3.81;-0.12
1418.73;3.83;-0.10
1418.78;3.84;-0.13
1418.84;3.83;-0.21
1418.89;3.81;-0.34
1418.95;3.79;-0.53
1419.00;3.76;-0.76
1419.06;3.72;-1.04
1419.11;3.68;-1.33
1419.17;3.61;-1.62
1419.22;3.49;-1.88
1419.28;3.34;-2.10
1419.33;3.16;-2.25
1419.38;2.97;-2.34
1419.44;2.80;-2.36
1419.50;2.65;-2.33
1419.55;2.55;-2.27
1419.61;2.46;-2.21
1419.66;2.38;-2.16
1419.72;2.29;-2.16
1419.77;2.19;-2.21
1419.83;2.09;-2.32
1419.88;1.96;-2.47
1419.94;1.81;-2.64
1419.99;1.64;-2.79
1420.05;1.46;-2.91
1420.10;1.27;-2.95
1420.16;1.05;-2.90
1420.21;0.85;-2.77
1420.27;0.67;-2.54
1420.32;0.52;-2.24
1420.38;0.41;-1.89
1420.43;0.34;-1.51
1420.49;0.31;-1.14
1420.54;0.30;-0.79
1420.60;0.31;-0.48
1420.65;0.31;-0.22
1420.71;0.32;0.01
1420.76;0.33;0.20
1420.82;0.34;0.38
1420.87;0.36;0.53
1420.93;0.38;0.68
1420.98;0.42;0.80
1421.04;0.49;0.89
1421.09;0.57;0.93
1421.14;0.66;0.90
1421.20;0.75;0.82
1421.26;0.83;0.67
1421.31;0.87;0.49
1421.37;0.88;0.29
1421.42;0.85;0.11
1421.48;0.80;-0.04
1421.53;0.75;-0.13
1421.59;0.70;-0.14
1421.64;0.67;-0.10
1421.70;0.66;-0.00
1421.75;0.68;0.11
1421.81;0.72;0.23
1421.86;0.77;0.32
1421.92;0.82;0.38
1421.97;0.87;0.39
1422.03;0.90;0.36
1422.08;0.91;0.31
1422.13;0.91;0.25
1422.19;0.90;0.19
1422.25;0.89;0.16
1422.30;0.88;0.14
1422.36;0.87;0.14
1422.41;0.89;0.15
1422.47;0.91;0.15
1422.52;0.95;0.13
1422.58;0.98;0.09
1422.63;0.99;0.02
1422.69;1.00;-0.07
1422.74;0.99;-0.17
1422.80;0.95;-0.26
1422.85;0.91;-0.34
1422.91;0.87;-0.40
1422.96;0.83;-0.43
1423.02;0.80;-0.43
1423.07;0.77;-0.39
1423.12;0.75;-0.35
1423.18;0.75;-0.29
1423.24;0.74;-0.24
1423.29;0.74;-0.20
1423.35;0.73;-0.17
1423.40;0.73;-0.16
1423.46;0.73;-0.16
1423.51;0.72;-0.18
1423.57;0.71;-0.20
1423.62;0.69;-0.24
1423.68;0.68;-0.28
1423.73;0.66;-0.33
1423.79;0.64;-0.37
1423.84;0.62;-0.41
1423.89;0.60;-0.45
1423.95;0.57;-0.49
1424.01;0.54;-0.51
1424.06;0.50;-0.51
1424.12;0.47;-0.49
1424.17;0.43;-0.44
1424.23;0.40;-0.35
1424.28;0.37;-0.24
1424.34;0.35;-0.11
1424.39;0.35;0.04
1424.45;0.36;0.19
1424.50;0.39;0.32
1424.56;0.43;0.41
1424.61;0.48;0.45
1424.67;0.55;0.44
1424.72;0.59;0.37
1424.78;0.63;0.25
1424.83;0.64;0.10
1424.88;0.63;-0.06
1424.94;0.59;-0.20
1425.00;0.55;-0.32
1425.05;0.50;-0.39
1425.11;0.45;-0.40
1425.16;0.41;-0.35
1425.22;0.38;-0.24
1425.27;0.36;-0.10
1425.33;0.37;0.06
1425.38;0.39;0.23
1425.44;0.43;0.37
1425.49;0.47;0.47
1425.55;0.53;0.52
1425.60;0.59;0.53
1425.66;0.63;0.49
1425.71;0.67;0.42
1425.77;0.69;0.34
1425.82;0.68;0.27
1425.88;0.67;0.23
1425.93;0.64;0.23
1425.99;0.63;0.28
1426.04;0.63;0.36
1426.10;0.65;0.46
1426.15;0.70;0.56
1426.21;0.76;0.65
1426.26;0.83;0.69
1426.32;0.91;0.70
1426.37;0.97;0.65
1426.43;1.01;0.56
1426.48;1.03;0.46
1426.54;1.03;0.34
1426.59;1.03;0.25
1426.64;1.01;0.18
1426.70;0.99;0.13
1426.76;0.98;0.12
1426.81;0.99;0.13
1426.87;1.01;0.14
1426.92;1.04;0.15
1426.98;1.07;0.15
1427.03;1.10;0.13
1427.09;1.11;0.11
1427.14;1.10;0.10
1427.20;1.08;0.09
1427.25;1.06;0.11
1427.31;1.04;0.14
1427.36;1.04;0.19
1427.42;1.06;0.24
1427.47;1.10;0.27
1427.53;1.15;0.28
1427.58;1.19;0.25
1427.63;1.23;0.18
1427.69;1.25;0.08
1427.75;1.24;-0.03
1427.80;1.22;-0.14
1427.86;1.17;-0.23
1427.91;1.13;-0.28
1427.97;1.08;-0.29
1428.02;1.04;-0.26
1428.08;1.03;-0.20
1428.13;1.04;-0.13
1428.19;1.06;-0.05
1428.24;1.09;0.01
1428.30;1.11;0.06
1428.35;1.11;0.10
1428.41;1.11;0.12
1428.46;1.10;0.14
1428.52;1.09;0.16
1428.57;1.09;0.17
1428.62;1.11;0.18
1428.68;1.13;0.18
1428.74;1.16;0.17
1428.79;1.19;0.14
1428.85;1.21;0.10
1428.90;1.22;0.06
1428.96;1.20;0.02
1429.01;1.18;-0.01
1429.07;1.15;-0.02
1429.12;1.13;-0.03
1429.18;1.13;-0.04
1429.23;1.15;-0.05
1429.29;1.17;-0.08
1429.34;1.19;-0.11
1429.39;1.21;-0.15
1429.45;1.19;-0.19
1429.51;1.16;-0.21
1429.56;1.11;-0.20
1429.62;1.05;-0.16
1429.67;1.02;-0.08
1429.73;1.01;0.03
1429.78;1.03;0.14
1429.84;1.07;0.25
1429.89;1.13;0.33
1429.95;1.19;0.37
1430.00;1.23;0.37
1430.06;1.26;0.33
1430.11;1.27;0.27
1430.17;1.25;0.20
1430.22;1.23;0.13
1430.28;1.22;0.06
1430.33;1.21;0.01
1430.38;1.22;-0.02
1430.44;1.23;-0.06
1430.50;1.25;-0.08
1430.55;1.26;-0.10
1430.61;1.25;-0.11
1430.66;1.22;-0.11
1430.72;1.19;-0.09
1430.77;1.16;-0.05
1430.83;1.14;0.01
1430.88;1.14;0.07
1430.94;1.17;0.13
1430.99;1.21;0.17
1431.05;1.25;0.19
1431.10;1.29;0.18
1431.16;1.31;0.13
1431.21;1.31;0.07
1431.27;1.29;-0.01
1431.32;1.26;-0.11
1431.38;1.24;-0.20
1431.43;1.22;-0.29
1431.49;1.21;-0.38
1431.54;1.20;-0.46
1431.60;1.19;-0.52
1431.65;1.15;-0.57
1431.71;1.11;-0.58
1431.76;1.05;-0.55
1431.82;0.98;-0.48
1431.87;0.93;-0.37
1431.93;0.89;-0.22
1431.98;0.89;-0.06
1432.04;0.91;0.10
1432.09;0.96;0.24
1432.14;1.02;0.34
1432.20;1.08;0.40
1432.26;1.12;0.40
1432.31;1.15;0.37
1432.37;1.15;0.30
1432.42;1.15;0.23
1432.48;1.14;0.15
1432.53;1.12;0.08
1432.59;1.12;0.02
1432.64;1.13;-0.02
1432.70;1.14;-0.05
1432.75;1.14;-0.08
1432.81;1.14;-0.09
1432.86;1.14;-0.10
1432.92;1.11;-0.09
1432.97;1.09;-0.07
1433.03;1.07;-0.04
1433.08;1.06;-0.00
1433.13;1.07;0.05
1433.19;1.08;0.09
1433.25;1.11;0.11
1433.30;1.14;0.12
1433.36;1.16;0.11
1433.41;1.18;0.08
1433.47;1.17;0.04
1433.52;1.16;-0.00
1433.58;1.14;-0.04
1433.63;1.11;-0.06
1433.69;1.11;-0.08
1433.74;1.10;-0.09
1433.80;1.11;-0.09
1433.85;1.11;-0.09
1433.91;1.12;-0.10
1433.96;1.12;-0.11
1434.02;1.11;-0.11
1434.07;1.10;-0.12
1434.12;1.07;-0.12
1434.18;1.05;-0.11
1434.24;1.04;-0.10
1434.29;1.04;-0.08
1434.35;1.04;-0.06
1434.40;1.06;-0.06
1434.46;1.07;-0.06
1434.51;1.07;-0.09
1434.57;1.07;-0.14
1434.62;1.06;-0.21
1434.68;1.04;-0.28
1434.73;1.03;-0.32
1434.79;1.00;-0.31
1434.84;0.97;-0.22
1434.89;0.91;-0.03
1434.95;0.87;0.28
1435.01;0.83;0.69
1435.06;0.83;1.20
1435.12;0.89;1.74
1435.17;1.05;2.28
1435.23;1.27;2.76
1435.28;1.54;3.14
1435.34;1.84;3.39
1435.39;2.13;3.49
1435.45;2.35;3.46
1435.50;2.52;3.31
1435.56;2.65;3.07
1435.61;2.77;2.78
1435.67;2.89;2.46
1435.72;3.01;2.13
1435.78;3.13;1.81
1435.83;3.24;1.49
1435.88;3.33;1.20
1435.94;3.38;0.94
1436.00;3.39;0.71
1436.05;3.38;0.51
1436.11;3.35;0.36
1436.16;3.32;0.23
1436.22;3.32;0.13
1436.27;3.33;0.03
1436.33;3.37;-0.08
1436.38;3.42;-0.23
1436.44;3.45;-0.41
1436.49;3.44;-0.63
1436.55;3.38;-0.86
1436.60;3.28;-1.09
1436.66;3.15;-1.30
1436.71;3.03;-1.47
1436.77;2.91;-1.61
1436.82;2.81;-1.71
1436.88;2.74;-1.79
1436.93;2.68;-1.87
1436.99;2.60;-1.95
1437.04;2.50;-2.03
1437.10;2.38;-2.12
1437.15;2.24;-2.20
1437.21;2.08;-2.23
1437.26;1.92;-2.20
1437.32;1.77;-2.09
1437.37;1.63;-1.89
1437.43;1.51;-1.61
1437.48;1.40;-1.27
1437.54;1.34;-0.91
1437.59;1.34;-0.55
1437.64;1.37;-0.23
1437.70;1.43;0.02
1437.76;1.50;0.22
1437.81;1.56;0.36
1437.87;1.59;0.49
1437.92;1.60;0.64
1437.98;1.58;0.84
1438.03;1.55;1.10
1438.09;1.56;1.44
1438.14;1.62;1.84
1438.20;1.75;2.26
1438.25;1.95;2.66
1438.31;2.20;3.00
1438.36;2.47;3.24
1438.42;2.73;3.37
1438.47;2.96;3.39
1438.53;3.15;3.32
1438.58;3.29;3.20
1438.63;3.42;3.07
1438.69;3.54;2.96
1438.75;3.66;2.89
1438.80;3.80;2.87
1438.86;3.96;2.88
1438.91;4.13;2.91
1438.97;4.31;2.91
1439.02;4.51;2.86
1439.08;4.71;2.74
1439.13;4.89;2.55
1439.19;5.04;2.28
1439.24;5.17;1.94
1439.30;5.26;1.56
1439.35;5.30;1.16
1439.41;5.32;0.77
1439.46;5.30;0.40
1439.52;5.30;0.07
1439.57;5.29;-0.22
1439.62;5.25;-0.45
1439.68;5.19;-0.65
1439.74;5.15;-0.81
1439.79;5.09;-0.93
1439.85;5.02;-1.04
1439.90;4.95;-1.14
1439.96;4.89;-1.25
1440.01;4.82;-1.37
1440.07;4.77;-1.52
1440.12;4.69;-1.68
1440.18;4.59;-1.87
1440.23;4.50;-2.06
1440.29;4.37;-2.24
1440.34;4.22;-2.39
1440.39;4.04;-2.49
1440.45;3.86;-2.52
1440.51;3.68;-2.48
1440.56;3.52;-2.36
1440.62;3.38;-2.18
1440.67;3.27;-1.96
1440.73;3.19;-1.71
1440.78;3.13;-1.47
1440.84;3.09;-1.24
1440.89;3.05;-1.06
1440.95;3.01;-0.91
1441.00;2.99;-0.81
1441.06;2.95;-0.74
1441.11;2.91;-0.69
1441.17;2.87;-0.66
1441.22;2.82;-0.62
1441.28;2.79;-0.58
1441.33;2.75;-0.53
1441.38;2.72;-0.48
1441.44;2.70;-0.42
1441.50;2.69;-0.37
1441.55;2.68;-0.32
1441.61;2.68;-0.28
1441.66;2.67;-0.25
1441.72;2.65;-0.23
1441.77;2.63;-0.21
1441.83;2.62;-0.19
1441.88;2.60;-0.16
1441.94;2.59;-0.12
1441.99;2.58;-0.06
1442.05;2.58;-0.01
1442.10;2.58;0.05
1442.16;2.59;0.11
1442.21;2.61;0.15
1442.27;2.62;0.18
1442.32;2.65;0.18
1442.38;2.67;0.15
1442.43;2.68;0.09
1442.49;2.69;0.02
