time;speed;acc
1442.54;2.70;-0.07
1442.60;2.69;-0.17
1442.65;2.66;-0.27
1442.71;2.63;-0.36
1442.76;2.60;-0.44
1442.82;2.56;-0.49
1442.87;2.53;-0.53
1442.93;2.49;-0.54
1442.98;2.46;-0.53
1443.04;2.43;-0.50
1443.09;2.40;-0.45
1443.14;2.37;-0.39
1443.20;2.35;-0.33
1443.26;2.33;-0.27
1443.31;2.33;-0.22
1443.37;2.33;-0.17
1443.42;2.33;-0.13
1443.48;2.33;-0.10
1443.53;2.33;-0.08
1443.59;2.33;-0.06
1443.64;2.32;-0.04
1443.70;2.30;-0.02
1443.75;2.29;-0.00
1443.81;2.29;0.02
1443.86;2.30;0.04
1443.92;2.31;0.05
1443.97;2.33;0.05
1444.03;2.34;0.03
1444.08;2.35;0.00
1444.13;2.35;-0.04
1444.19;2.34;-0.08
1444.25;2.33;-0.13
1444.30;2.32;-0.18
1444.36;2.30;-0.22
1444.41;2.27;-0.27
1444.47;2.25;-0.31
1444.52;2.24;-0.37
1444.58;2.23;-0.43
1444.63;2.22;-0.50
1444.69;2.21;-0.57
1444.74;2.17;-0.62
1444.80;2.12;-0.65
1444.85;2.05;-0.64
1444.91;1.98;-0.58
1444.96;1.91;-0.47
1445.02;1.88;-0.31
1445.07;1.86;-0.13
1445.12;1.89;0.08
1445.18;1.93;0.28
1445.24;1.98;0.48
1445.29;2.03;0.66
1445.35;2.09;0.83
1445.40;2.13;0.99
1445.46;2.18;1.15
1445.51;2.23;1.32
1445.57;2.29;1.49
1445.62;2.38;1.68
1445.68;2.49;1.87
1445.73;2.61;2.06
1445.79;2.75;2.23
1445.84;2.91;2.38
1445.89;3.07;2.51
1445.95;3.22;2.61
1446.01;3.36;2.68
1446.06;3.49;2.70
1446.12;3.64;2.66
1446.17;3.80;2.57
1446.23;3.97;2.43
1446.28;4.15;2.22
1446.34;4.31;1.97
1446.39;4.42;1.66
1446.45;4.48;1.33
1446.50;4.49;0.99
1446.56;4.49;0.64
1446.61;4.48;0.28
1446.67;4.48;-0.07
1446.72;4.49;-0.42
1446.78;4.48;-0.77
1446.83;4.44;-1.14
1446.88;4.37;-1.51
1446.94;4.26;-1.89
1447.00;4.11;-2.26
1447.05;3.94;-2.60
1447.11;3.76;-2.90
1447.16;3.56;-3.14
1447.22;3.36;-3.30
1447.27;3.15;-3.38
1447.33;2.94;-3.38
1447.38;2.73;-3.30
1447.44;2.53;-3.13
1447.49;2.35;-2.89
1447.55;2.19;-2.57
1447.60;2.06;-2.19
1447.66;1.94;-1.75
1447.71;1.86;-1.28
1447.77;1.80;-0.79
1447.82;1.77;-0.32
1447.88;1.80;0.10
1447.93;1.88;0.43
1447.99;1.98;0.66
1448.04;2.10;0.77
1448.10;2.21;0.77
1448.15;2.28;0.66
1448.21;2.30;0.48
1448.26;2.30;0.27
1448.32;2.26;0.06
1448.37;2.22;-0.12
1448.43;2.17;-0.25
1448.48;2.12;-0.30
1448.54;2.08;-0.29
1448.59;2.06;-0.23
1448.64;2.06;-0.13
1448.70;2.07;-0.02
1448.76;2.10;0.08
1448.81;2.13;0.15
1448.87;2.15;0.19
1448.92;2.17;0.21
1448.98;2.18;0.19
1449.03;2.20;0.16
1449.09;2.20;0.11
1449.14;2.19;0.05
1449.20;2.19;-0.01
1449.25;2.19;-0.07
1449.31;2.19;-0.14
1449.36;2.18;-0.20
1449.42;2.16;-0.26
1449.47;2.14;-0.32
1449.53;2.13;-0.37
1449.58;2.10;-0.43
1449.63;2.07;-0.49
1449.69;2.03;-0.54
1449.75;2.00;-0.59
1449.80;1.97;-0.64
1449.86;1.93;-0.69
1449.91;1.89;-0.73
1449.97;1.86;-0.75
1450.02;1.81;-0.76
1450.08;1.75;-0.76
1450.13;1.70;-0.73
1450.19;1.65;-0.68
1450.24;1.60;-0.61
1450.30;1.57;-0.54
1450.35;1.55;-0.47
1450.41;1.54;-0.40
1450.46;1.54;-0.34
1450.52;1.54;-0.30
1450.57;1.53;-0.28
1450.62;1.52;-0.26
1450.68;1.49;-0.26
1450.74;1.46;-0.26
1450.79;1.44;-0.26
1450.85;1.42;-0.26
1450.90;1.42;-0.27
1450.96;1.42;-0.27
1451.01;1.42;-0.28
1451.07;1.41;-0.29
1451.12;1.39;-0.29
1451.18;1.36;-0.28
1451.23;1.32;-0.25
1451.29;1.29;-0.21
1451.34;1.27;-0.15
1451.39;1.26;-0.09
1451.45;1.27;-0.03
1451.51;1.30;0.03
1451.56;1.32;0.07
1451.62;1.34;0.10
1451.67;1.36;0.11
1451.73;1.35;0.11
1451.78;1.34;0.10
1451.84;1.34;0.09
1451.89;1.33;0.08
1451.95;1.34;0.07
1452.00;1.35;0.06
1452.06;1.36;0.06
1452.11;1.38;0.05
1452.17;1.38;0.05
1452.22;1.39;0.04
1452.28;1.38;0.05
1452.33;1.36;0.07
1452.38;1.35;0.10
1452.44;1.35;0.14
1452.50;1.36;0.17
1452.55;1.38;0.20
1452.61;1.41;0.19
1452.66;1.45;0.16
1452.72;1.49;0.10
1452.77;1.50;0.02
1452.83;1.50;-0.07
1452.88;1.47;-0.16
1452.94;1.43;-0.22
1452.99;1.38;-0.25
1453.05;1.33;-0.25
1453.10;1.30;-0.23
1453.16;1.30;-0.22
1453.21;1.32;-0.21
1453.27;1.35;-0.25
1453.32;1.38;-0.33
1453.38;1.39;-0.45
1453.43;1.37;-0.61
1453.49;1.31;-0.80
1453.54;1.22;-0.98
1453.60;1.11;-1.14
1453.65;1.01;-1.28
1453.71;0.93;-1.37
1453.76;0.86;-1.41
1453.82;0.79;-1.40
1453.87;0.71;-1.36
1453.93;0.63;-1.28
1453.98;0.55;-1.18
1454.04;0.47;-1.06
1454.09;0.40;-0.94
1454.14;0.36;-0.82
1454.20;0.34;-0.72
1454.26;0.34;-0.63
1454.31;0.33;-0.56
1454.37;0.32;-0.50
1454.42;0.29;-0.44
1454.48;0.25;-0.38
1454.53;0.21;-0.30
1454.59;0.17;-0.19
1454.64;0.14;-0.06
1454.70;0.14;0.09
1454.75;0.16;0.26
1454.81;0.20;0.41
1454.86;0.26;0.54
1454.92;0.32;0.63
1454.97;0.39;0.66
1455.03;0.45;0.65
1455.08;0.49;0.60
1455.13;0.51;0.52
1455.19;0.53;0.43
1455.25;0.53;0.36
1455.30;0.52;0.31
1455.36;0.52;0.29
1455.41;0.52;0.32
1455.47;0.53;0.36
1455.52;0.55;0.42
1455.58;0.59;0.48
1455.63;0.63;0.51
1455.69;0.69;0.51
1455.74;0.75;0.48
1455.80;0.79;0.41
1455.85;0.82;0.33
1455.91;0.82;0.25
1455.96;0.81;0.19
1456.02;0.78;0.16
1456.07;0.75;0.17
1456.12;0.73;0.22
1456.18;0.74;0.30
1456.24;0.77;0.39
1456.29;0.83;0.47
1456.35;0.89;0.51
1456.40;0.95;0.52
1456.46;1.01;0.47
1456.51;1.05;0.39
1456.57;1.06;0.27
1456.62;1.05;0.14
1456.68;1.03;0.03
1456.73;1.00;-0.07
1456.79;0.97;-0.13
1456.84;0.95;-0.16
1456.89;0.94;-0.17
1456.95;0.94;-0.16
1457.01;0.95;-0.15
1457.06;0.95;-0.14
1457.12;0.95;-0.14
1457.17;0.95;-0.15
1457.23;0.93;-0.16
1457.28;0.91;-0.15
1457.34;0.89;-0.13
1457.39;0.87;-0.08
1457.45;0.85;0.00
1457.50;0.85;0.11
1457.56;0.86;0.23
1457.61;0.87;0.35
1457.67;0.91;0.46
1457.72;0.97;0.55
1457.78;1.02;0.60
1457.83;1.08;0.61
1457.88;1.13;0.58
1457.94;1.17;0.53
1458.00;1.19;0.47
1458.05;1.19;0.39
1458.11;1.19;0.32
1458.16;1.19;0.25
1458.22;1.20;0.18
1458.27;1.21;0.13
1458.33;1.23;0.07
1458.38;1.25;0.02
1458.44;1.26;-0.03
1458.49;1.25;-0.08
1458.55;1.23;-0.11
1458.60;1.20;-0.14
1458.66;1.17;-0.16
1458.71;1.15;-0.16
1458.77;1.14;-0.15
1458.82;1.15;-0.14
1458.88;1.15;-0.13
1458.93;1.16;-0.12
1458.99;1.17;-0.12
1459.04;1.16;-0.13
1459.10;1.15;-0.14
1459.15;1.12;-0.15
1459.21;1.10;-0.16
1459.26;1.08;-0.17
1459.32;1.07;-0.18
1459.37;1.07;-0.20
1459.43;1.08;-0.22
1459.48;1.08;-0.26
1459.54;1.08;-0.30
1459.59;1.06;-0.35
1459.64;1.03;-0.38
1459.70;0.98;-0.41
1459.76;0.94;-0.41
1459.81;0.90;-0.38
1459.87;0.87;-0.34
1459.92;0.86;-0.28
1459.98;0.85;-0.22
1460.03;0.86;-0.16
1460.09;0.87;-0.12
1460.14;0.88;-0.10
1460.20;0.88;-0.09
1460.25;0.88;-0.09
1460.31;0.87;-0.10
1460.36;0.84;-0.10
1460.42;0.83;-0.08
1460.47;0.81;-0.05
1460.53;0.79;-0.01
1460.58;0.80;0.03
1460.63;0.82;0.06
1460.69;0.84;0.07
1460.75;0.87;0.05
1460.80;0.89;0.01
1460.86;0.90;-0.06
1460.91;0.89;-0.13
1460.97;0.87;-0.19
1461.02;0.83;-0.23
1461.08;0.79;-0.22
1461.13;0.75;-0.18
1461.19;0.71;-0.10
1461.24;0.71;0.00
1461.30;0.73;0.10
1461.35;0.76;0.16
1461.41;0.82;0.18
1461.46;0.87;0.13
1461.52;0.91;0.02
1461.57;0.93;-0.13
1461.62;0.91;-0.30
1461.68;0.86;-0.47
1461.74;0.78;-0.59
1461.79;0.69;-0.64
1461.85;0.60;-0.61
1461.90;0.54;-0.49
1461.96;0.51;-0.29
1462.01;0.50;-0.04
1462.07;0.53;0.23
1462.12;0.58;0.49
1462.18;0.65;0.72
1462.23;0.72;0.90
1462.29;0.81;1.02
1462.34;0.91;1.10
1462.39;0.98;1.16
1462.45;1.03;1.24
1462.51;1.07;1.36
1462.56;1.09;1.53
1462.62;1.13;1.74
1462.67;1.19;1.99
1462.73;1.32;2.23
1462.78;1.50;2.41
1462.84;1.72;2.51
1462.89;1.97;2.47
1462.95;2.20;2.30
1463.00;2.37;2.00
1463.06;2.47;1.59
1463.11;2.50;1.11
1463.17;2.49;0.61
1463.22;2.43;0.13
1463.28;2.36;-0.29
1463.33;2.30;-0.63
1463.38;2.25;-0.88
1463.44;2.18;-1.04
1463.50;2.12;-1.11
1463.55;2.05;-1.13
1463.61;1.97;-1.10
1463.66;1.88;-1.04
1463.72;1.81;-0.97
1463.77;1.75;-0.90
1463.83;1.74;-0.85
1463.88;1.73;-0.81
1463.94;1.73;-0.78
1463.99;1.70;-0.75
1464.05;1.66;-0.71
1464.10;1.58;-0.64
1464.16;1.48;-0.53
1464.21;1.41;-0.38
1464.27;1.37;-0.22
1464.32;1.37;-0.06
1464.38;1.43;0.07
1464.43;1.51;0.15
1464.49;1.60;0.15
1464.54;1.65;0.07
1464.60;1.67;-0.07
1464.65;1.64;-0.24
1464.71;1.58;-0.42
1464.76;1.49;-0.56
1464.82;1.40;-0.64
1464.87;1.32;-0.64
1464.93;1.27;-0.56
1464.98;1.23;-0.43
1465.04;1.23;-0.27
1465.09;1.25;-0.11
1465.14;1.29;0.03
1465.20;1.33;0.12
1465.26;1.37;0.16
1465.31;1.39;0.16
1465.37;1.40;0.13
1465.42;1.38;0.08
1465.48;1.36;0.02
1465.53;1.34;-0.03
1465.59;1.33;-0.07
1465.64;1.33;-0.09
1465.70;1.33;-0.10
1465.75;1.34;-0.10
1465.81;1.34;-0.09
1465.86;1.33;-0.07
1465.92;1.32;-0.04
1465.97;1.30;-0.01
1466.03;1.30;0.03
1466.08;1.29;0.06
1466.13;1.30;0.09
1466.19;1.32;0.10
1466.25;1.35;0.10
1466.30;1.38;0.08
1466.36;1.39;0.04
1466.41;1.39;-0.01
1466.47;1.37;-0.07
1466.52;1.35;-0.13
1466.58;1.32;-0.18
1466.63;1.30;-0.24
1466.69;1.29;-0.28
1466.74;1.29;-0.32
1466.80;1.28;-0.36
1466.85;1.27;-0.39
1466.91;1.24;-0.41
1466.96;1.21;-0.42
1467.02;1.16;-0.42
1467.07;1.12;-0.41
1467.12;1.09;-0.41
1467.18;1.07;-0.41
1467.24;1.07;-0.42
1467.29;1.07;-0.46
1467.35;1.07;-0.54
1467.40;1.06;-0.64
1467.46;1.03;-0.77
1467.51;0.97;-0.91
1467.57;0.89;-1.05
1467.62;0.80;-1.16
1467.68;0.71;-1.23
1467.73;0.61;-1.24
1467.79;0.53;-1.19
1467.84;0.45;-1.08
1467.89;0.39;-0.93
1467.95;0.34;-0.74
1468.01;0.31;-0.54
1468.06;0.31;-0.34
1468.12;0.32;-0.15
1468.17;0.33;0.02
1468.23;0.36;0.18
1468.28;0.38;0.32
1468.34;0.40;0.45
1468.39;0.41;0.56
1468.45;0.44;0.65
1468.50;0.48;0.71
1468.56;0.54;0.75
1468.61;0.61;0.74
1468.67;0.68;0.70
1468.72;0.74;0.63
1468.78;0.79;0.53
1468.83;0.80;0.43
1468.88;0.79;0.34
1468.94;0.78;0.27
1469.00;0.76;0.23
1469.05;0.75;0.23
1469.11;0.75;0.25
1469.16;0.78;0.28
1469.22;0.81;0.31
1469.27;0.86;0.32
1469.33;0.91;0.30
1469.38;0.94;0.26
1469.44;0.96;0.20
1469.49;0.95;0.13
1469.55;0.94;0.08
1469.60;0.91;0.05
1469.66;0.88;0.05
1469.71;0.87;0.09
1469.77;0.87;0.15
1469.82;0.89;0.21
1469.88;0.93;0.27
1469.93;0.97;0.31
1469.99;1.02;0.33
1470.04;1.05;0.32
1470.10;1.07;0.28
1470.15;1.07;0.23
1470.21;1.07;0.18
1470.26;1.06;0.15
1470.32;1.05;0.13
1470.37;1.04;0.13
1470.43;1.04;0.15
1470.48;1.06;0.17
1470.54;1.08;0.19
1470.59;1.11;0.20
1470.64;1.14;0.19
1470.70;1.16;0.18
1470.76;1.17;0.15
1470.81;1.16;0.11
1470.87;1.15;0.09
1470.92;1.15;0.07
1470.98;1.14;0.06
1471.03;1.14;0.06
1471.09;1.14;0.07
1471.14;1.15;0.09
1471.20;1.17;0.10
1471.25;1.19;0.11
1471.31;1.19;0.12
1471.36;1.20;0.13
1471.42;1.20;0.13
1471.47;1.19;0.14
1471.53;1.20;0.13
1471.58;1.20;0.12
1471.63;1.22;0.10
1471.69;1.24;0.05
1471.75;1.26;-0.00
1471.80;1.27;-0.06
1471.86;1.27;-0.12
1471.91;1.25;-0.17
1471.97;1.21;-0.20
1472.02;1.17;-0.19
1472.08;1.13;-0.15
1472.13;1.11;-0.07
1472.19;1.11;0.02
1472.24;1.12;0.12
1472.30;1.16;0.22
1472.35;1.21;0.29
1472.41;1.25;0.34
1472.46;1.28;0.36
1472.52;1.30;0.34
1472.57;1.31;0.31
1472.62;1.31;0.25
1472.68;1.31;0.18
1472.74;1.32;0.11
1472.79;1.33;0.03
1472.85;1.34;-0.05
1472.90;1.34;-0.11
1472.96;1.34;-0.16
1473.01;1.31;-0.19
1473.07;1.27;-0.19
1473.12;1.23;-0.17
1473.18;1.21;-0.11
1473.23;1.19;-0.04
1473.29;1.20;0.04
1473.34;1.23;0.11
1473.39;1.27;0.17
1473.45;1.31;0.20
1473.51;1.34;0.20
1473.56;1.35;0.18
1473.62;1.35;0.14
1473.67;1.34;0.10
1473.73;1.32;0.05
1473.78;1.31;0.01
1473.84;1.31;-0.02
1473.89;1.31;-0.05
1473.95;1.32;-0.08
1474.00;1.34;-0.10
1474.06;1.34;-0.13
1474.11;1.32;-0.14
1474.17;1.30;-0.15
1474.22;1.27;-0.13
1474.28;1.24;-0.10
1474.33;1.22;-0.05
1474.38;1.22;0.02
1474.44;1.23;0.09
1474.50;1.26;0.15
1474.55;1.29;0.20
1474.61;1.33;0.24
1474.66;1.35;0.25
1474.72;1.36;0.24
1474.77;1.36;0.22
1474.83;1.36;0.18
1474.88;1.36;0.14
1474.94;1.37;0.09
1474.99;1.38;0.05
1475.05;1.39;-0.00
1475.10;1.40;-0.05
1475.16;1.40;-0.09
1475.21;1.38;-0.11
1475.27;1.36;-0.12
1475.32;1.32;-0.11
1475.38;1.30;-0.09
1475.43;1.29;-0.07
1475.49;1.30;-0.04
1475.54;1.32;-0.02
1475.60;1.35;-0.01
1475.65;1.37;-0.03
1475.71;1.38;-0.05
1475.76;1.36;-0.08
1475.82;1.34;-0.12
1475.87;1.31;-0.15
1475.93;1.28;-0.18
1475.98;1.26;-0.20
1476.04;1.26;-0.21
1476.09;1.27;-0.23
1476.14;1.27;-0.26
1476.20;1.27;-0.30
1476.26;1.26;-0.34
1476.31;1.23;-0.38
1476.37;1.19;-0.41
1476.42;1.14;-0.43
1476.48;1.10;-0.42
1476.53;1.06;-0.39
1476.59;1.04;-0.34
1476.64;1.03;-0.29
1476.70;1.04;-0.23
1476.75;1.05;-0.17
1476.81;1.05;-0.12
1476.86;1.05;-0.07
1476.92;1.04;-0.04
1476.97;1.03;-0.00
1477.03;1.01;0.04
1477.08;1.01;0.07
1477.13;1.02;0.10
1477.19;1.04;0.13
1477.25;1.06;0.14
1477.30;1.09;0.15
1477.36;1.11;0.14
1477.41;1.11;0.14
1477.47;1.11;0.14
1477.52;1.10;0.15
1477.58;1.08;0.17
1477.63;1.08;0.21
1477.69;1.09;0.26
1477.74;1.11;0.30
1477.80;1.15;0.34
1477.85;1.20;0.35
1477.91;1.24;0.34
1477.96;1.27;0.31
1478.02;1.29;0.26
1478.07;1.28;0.21
1478.12;1.27;0.16
1478.18;1.26;0.12
1478.24;1.25;0.10
1478.29;1.25;0.08
1478.35;1.27;0.08
1478.40;1.28;0.07
1478.46;1.31;0.05
1478.51;1.32;0.03
1478.57;1.33;0.01
1478.62;1.31;-0.01
1478.68;1.30;-0.03
1478.73;1.27;-0.04
1478.79;1.26;-0.05
1478.84;1.25;-0.05
1478.89;1.26;-0.05
1478.95;1.28;-0.05
1479.01;1.30;-0.06
1479.06;1.30;-0.07
1479.12;1.30;-0.09
1479.17;1.28;-0.11
1479.23;1.25;-0.13
1479.28;1.23;-0.14
1479.34;1.21;-0.14
1479.39;1.20;-0.15
1479.45;1.21;-0.15
1479.50;1.22;-0.15
1479.56;1.22;-0.16
1479.61;1.22;-0.17
1479.67;1.21;-0.17
1479.72;1.19;-0.18
1479.78;1.16;-0.17
1479.83;1.13;-0.14
1479.88;1.11;-0.10
1479.94;1.11;-0.06
1480.00;1.11;-0.01
1480.05;1.13;0.03
1480.11;1.15;0.05
1480.16;1.18;0.05
1480.22;1.19;0.03
1480.27;1.19;-0.00
1480.33;1.18;-0.05
1480.38;1.16;-0.10
1480.44;1.15;-0.15
1480.49;1.13;-0.20
1480.55;1.11;-0.23
1480.60;1.10;-0.24
1480.66;1.09;-0.23
1480.71;1.08;-0.21
1480.77;1.06;-0.17
1480.82;1.04;-0.12
1480.88;1.03;-0.06
1480.93;1.02;0.00
1480.99;1.03;0.06
1481.04;1.04;0.10
1481.10;1.07;0.12
1481.15;1.10;0.12
1481.21;1.12;0.11
1481.26;1.13;0.09
1481.32;1.12;0.09
1481.37;1.11;0.11
1481.43;1.08;0.18
1481.48;1.06;0.30
1481.54;1.06;0.46
1481.59;1.08;0.64
1481.64;1.13;0.82
1481.70;1.21;0.97
1481.76;1.31;1.07
1481.81;1.43;1.09
1481.87;1.55;1.03
1481.92;1.64;0.91
1481.98;1.69;0.75
1482.03;1.70;0.60
1482.09;1.67;0.48
1482.14;1.62;0.43
1482.20;1.58;0.45
1482.25;1.56;0.55
1482.31;1.58;0.69
1482.36;1.66;0.86
1482.42;1.77;1.01
1482.47;1.90;1.12
1482.53;2.02;1.17
1482.58;2.12;1.17
1482.63;2.18;1.13
1482.69;2.20;1.06
1482.75;2.21;1.00
1482.80;2.21;0.94
1482.86;2.24;0.90
1482.91;2.29;0.86
1482.97;2.37;0.83
1483.02;2.46;0.78
1483.08;2.54;0.70
1483.13;2.61;0.60
1483.19;2.63;0.47
1483.24;2.62;0.34
1483.30;2.59;0.21
1483.35;2.57;0.09
1483.41;2.55;-0.01
1483.46;2.54;-0.12
1483.52;2.54;-0.23
1483.57;2.56;-0.37
1483.62;2.57;-0.54
1483.68;2.57;-0.75
1483.74;2.54;-0.99
1483.79;2.47;-1.25
1483.85;2.36;-1.50
1483.90;2.22;-1.73
1483.96;2.06;-1.90
1484.01;1.91;-2.02
1484.07;1.78;-2.07
1484.12;1.67;-2.07
1484.18;1.58;-1.99
1484.23;1.48;-1.85
1484.29;1.38;-1.64
1484.34;1.28;-1.35
1484.39;1.17;-0.96
1484.45;1.07;-0.49
1484.51;1.02;0.07
1484.56;1.02;0.69
1484.62;1.10;1.33
1484.67;1.24;1.95
1484.73;1.44;2.50
1484.78;1.68;2.93
1484.84;1.94;3.21
1484.89;2.20;3.33
1484.95;2.44;3.29
1485.00;2.64;3.11
1485.06;2.81;2.83
1485.11;2.93;2.49
1485.17;3.02;2.15
1485.22;3.08;1.85
1485.28;3.13;1.60
1485.33;3.17;1.42
1485.38;3.22;1.31
1485.44;3.27;1.26
1485.50;3.34;1.25
1485.55;3.42;1.25
1485.61;3.52;1.25
1485.66;3.61;1.24
1485.72;3.69;1.21
1485.77;3.76;1.16
1485.83;3.81;1.10
1485.88;3.85;1.04
1485.94;3.88;0.98
1485.99;3.93;0.93
1486.05;3.98;0.88
1486.10;4.03;0.83
1486.16;4.09;0.80
1486.21;4.14;0.75
1486.27;4.19;0.70
1486.32;4.22;0.65
1486.38;4.24;0.58
1486.43;4.26;0.51
1486.49;4.28;0.42
1486.54;4.31;0.33
1486.60;4.33;0.23
1486.65;4.35;0.13
1486.71;4.36;0.02
1486.76;4.35;-0.09
1486.82;4.33;-0.19
1486.87;4.31;-0.26
1486.93;4.27;-0.31
1486.98;4.23;-0.34
1487.04;4.21;-0.34
1487.09;4.18;-0.33
1487.14;4.15;-0.30
1487.20;4.16;-0.28
1487.26;4.16;-0.28
1487.31;4.17;-0.31
1487.37;4.17;-0.36
1487.42;4.15;-0.44
1487.48;4.12;-0.54
1487.53;4.08;-0.65
1487.59;4.03;-0.75
1487.64;3.96;-0.85
1487.70;3.91;-0.93
1487.75;3.85;-0.98
1487.81;3.79;-0.99
1487.86;3.72;-0.97
1487.92;3.66;-0.92
1487.97;3.60;-0.84
1488.03;3.55;-0.76
1488.08;3.52;-0.66
1488.13;3.49;-0.57
1488.19;3.48;-0.50
1488.25;3.48;-0.43
1488.30;3.47;-0.40
1488.36;3.45;-0.39
1488.41;3.42;-0.42
1488.47;3.40;-0.48
1488.52;3.38;-0.59
1488.58;3.36;-0.74
1488.63;3.33;-0.94
1488.69;3.29;-1.18
1488.74;3.24;-1.46
1488.80;3.14;-1.75
1488.85;3.02;-2.04
1488.91;2.88;-2.30
1488.96;2.71;-2.51
1489.02;2.52;-2.64
1489.07;2.33;-2.68
1489.12;2.14;-2.62
1489.18;1.97;-2.46
1489.24;1.82;-2.22
1489.29;1.70;-1.93
1489.35;1.62;-1.61
1489.40;1.57;-1.29
1489.46;1.54;-1.01
1489.51;1.54;-0.77
1489.57;1.54;-0.59
1489.62;1.55;-0.46
1489.68;1.53;-0.36
1489.73;1.50;-0.26
1489.79;1.47;-0.15
1489.84;1.44;-0.01
1489.89;1.40;0.17
1489.95;1.39;0.37
1490.01;1.42;0.57
1490.06;1.48;0.74
1490.12;1.58;0.85
1490.17;1.71;0.86
1490.23;1.83;0.77
1490.28;1.92;0.57
1490.34;1.96;0.28
1490.39;1.95;-0.08
1490.45;1.89;-0.46
1490.50;1.80;-0.83
1490.56;1.69;-1.15
1490.61;1.58;-1.41
1490.67;1.47;-1.57
1490.72;1.37;-1.64
1490.78;1.27;-1.63
1490.83;1.16;-1.53
1490.88;1.07;-1.36
1490.94;0.97;-1.15
1491.00;0.90;-0.91
1491.05;0.87;-0.66
1491.11;0.86;-0.42
1491.16;0.89;-0.21
1491.22;0.92;-0.03
1491.27;0.95;0.10
1491.33;0.99;0.20
1491.38;0.99;0.27
1491.44;0.99;0.30
1491.49;0.99;0.31
1491.55;1.00;0.30
1491.60;1.02;0.27
1491.66;1.06;0.21
1491.71;1.10;0.13
1491.77;1.13;0.03
1491.82;1.14;-0.07
1491.88;1.12;-0.18
1491.93;1.08;-0.27
1491.99;1.03;-0.33
1492.04;0.96;-0.36
1492.10;0.92;-0.35
1492.15;0.90;-0.32
1492.21;0.89;-0.27
1492.26;0.91;-0.22
1492.32;0.93;-0.17
1492.37;0.95;-0.13
1492.43;0.95;-0.10
1492.48;0.93;-0.05
1492.54;0.90;0.01
1492.59;0.87;0.09
1492.64;0.84;0.20
1492.70;0.85;0.34
1492.76;0.88;0.47
1492.81;0.94;0.60
1492.87;1.02;0.69
1492.92;1.10;0.73
1492.98;1.18;0.72
1493.03;1.23;0.67
1493.09;1.26;0.57
1493.14;1.27;0.45
1493.20;1.27;0.33
1493.25;1.25;0.21
1493.31;1.24;0.11
1493.36;1.24;0.02
1493.42;1.25;-0.04
1493.47;1.26;-0.09
1493.53;1.26;-0.13
1493.58;1.25;-0.14
1493.63;1.23;-0.14
1493.69;1.20;-0.12
1493.75;1.18;-0.07
1493.80;1.15;-0.01
1493.86;1.15;0.06
1493.91;1.17;0.13
1493.97;1.20;0.19
1494.02;1.24;0.23
1494.08;1.28;0.23
1494.13;1.31;0.20
1494.19;1.33;0.15
1494.24;1.32;0.09
1494.30;1.31;0.01
1494.35;1.28;-0.06
1494.41;1.26;-0.12
1494.46;1.24;-0.17
1494.52;1.24;-0.21
1494.57;1.24;-0.23
1494.62;1.24;-0.24
1494.68;1.23;-0.23
1494.74;1.21;-0.21
1494.79;1.19;-0.17
1494.85;1.15;-0.09
1494.90;1.12;0.00
1494.96;1.12;0.12
1495.01;1.13;0.25
1495.07;1.17;0.37
1495.12;1.22;0.48
1495.18;1.28;0.57
1495.23;1.34;0.64
1495.29;1.38;0.68
1495.34;1.42;0.71
1495.39;1.44;0.73
1495.45;1.46;0.77
1495.51;1.49;0.82
1495.56;1.52;0.90
1495.62;1.57;0.99
1495.67;1.63;1.10
1495.73;1.71;1.20
1495.78;1.80;1.28
1495.84;1.89;1.33
1495.89;1.98;1.36
1495.95;2.07;1.35
1496.00;2.15;1.31
1496.06;2.22;1.26
1496.11;2.28;1.19
1496.17;2.33;1.13
1496.22;2.37;1.09
1496.28;2.42;1.06
1496.33;2.47;1.05
1496.38;2.53;1.06
1496.44;2.59;1.08
1496.50;2.65;1.11
1496.55;2.72;1.14
1496.61;2.79;1.17
1496.66;2.86;1.19
1496.72;2.93;1.19
1496.77;3.00;1.19
1496.83;3.06;1.16
1496.88;3.13;1.13
1496.94;3.20;1.08
1496.99;3.26;1.04
1497.05;3.32;0.99
1497.10;3.36;0.95
1497.16;3.40;0.93
1497.21;3.44;0.92
1497.27;3.48;0.93
1497.32;3.52;0.97
1497.38;3.57;1.01
1497.43;3.64;1.05
1497.49;3.71;1.10
1497.54;3.78;1.14
1497.60;3.85;1.17
1497.65;3.92;1.19
1497.71;4.00;1.20
1497.76;4.06;1.21
1497.82;4.11;1.23
1497.87;4.17;1.25
1497.93;4.23;1.29
1497.98;4.31;1.34
1498.04;4.38;1.39
1498.09;4.45;1.44
1498.14;4.54;1.47
1498.20;4.63;1.49
1498.26;4.74;1.47
1498.31;4.84;1.42
1498.37;4.94;1.32
1498.42;5.02;1.20
1498.48;5.07;1.06
1498.53;5.10;0.92
1498.59;5.13;0.78
1498.64;5.16;0.66
1498.70;5.18;0.55
1498.75;5.19;0.47
1498.81;5.21;0.40
1498.86;5.23;0.36
1498.92;5.26;0.33
1498.97;5.28;0.32
1499.03;5.29;0.31
1499.08;5.30;0.29
1499.13;5.31;0.27
1499.19;5.32;0.25
1499.25;5.34;0.22
1499.30;5.36;0.16
1499.36;5.39;0.07
1499.41;5.41;-0.04
1499.47;5.40;-0.17
